id,name,text,trans
0000000000000,手毬,レッスン室に呼び出すなんて……\nどういうおつもりですか？,把我叫到练习室……\n你这是打算做什么？
0000000000000,手毬,言っておきますけど、\n会長のプロデュースを\n受けるつもりはありません。,有话先说在前头，\n我可不打算接受\n会长你的培育。
0000000000000,星南,あら。先手を打たれてしまったわね。\nフフ、それでも構わないわ。,哎呀，被别人捷足先登了呢。\n呵呵，不过没关系。
0000000000000,星南,有望な1年生のことを\nもっと知りたいの。,我只是想知道，\n一年级优秀学生们的实力而已。
0000000000000,星南,あなたの歌の実力、見せて頂戴。,让我见识一下，你唱歌的实力吧。
0000000000000,手毬,わかりました。<r\=プリマステラ>『一番星』</r>が今の私を\nどう評価するか、気になるので。,我明白了。\n我也很在意『启明星』会如何评价现在的我。
0000000000000,手毬,～♪,～♪
0000000000000,手毬,どうですか、これが私の実力です。,怎么样，这就是我的实力。
0000000000000,星南,さすが、中等部で歌姫と呼ばれた逸材。\nもう1曲、今度は私と歌って頂戴。,不愧是在中学部时就被冠以歌姬名号的优秀学生。\n再来一首，这次让我也加入进来吧。
0000000000000,手毬,え？　十王会長と、でしょうか？,诶？　和十王会长一起吗？
0000000000000,星南,あら、自信がないの？,啊啦，没有信心吗？
0000000000000,手毬,いいえ、望むところです！,不，正合我意！
0000000000000,全员,～♪,～♪
0000000000000,星南,ふぅ……！\n高揚感溢れる、ユニゾンだったわ。,呼……！\n真是充满高扬感的合唱呢。
0000000000000,星南,久々に誰かと歌うのが、\nあなたで良かった――月村さん。,真是好久没和别人一起唱歌了，\n能和你一起唱歌真是不错——月村同学。
0000000000000,手毬,あ、ありがとうございます……！\n私も光栄です。,啊，谢谢您……！\n我也很荣幸。
0000000000000,手毬,（まさか、会長が一緒に\n歌ってくれるなんて思わなかったぁっ）,（真没想到会长\n会和我一起唱歌啊）
0000000000000,星南,今度、一緒にライブをしましょう。,下次，我们来同台共演吧。
0000000000000,手毬,ふっ、いいんですか？　観客がみんな、\n私に釘付けになっちゃいますよ？,哼，真的可以吗？\n观众们的目光都会被我夺走的哦？
0000000000000,星南,ええ、望むところよ！,当然，做得到的话就试试吧！
info,adv_csprt-3-0076_02.txt,,
译者,pm,,
