id,name,text,trans
0000000000000,麻央,はっ、はっ、はっ、はっ――,哈、哈、哈、哈——
0000000000000,麻央,おはよう、みんな！,大家早上好！
0000000000000,咲季,あ、おはようございます、有村先輩。,啊，早上好，有村前辈。
0000000000000,清夏,おはようございます、\nまおっち先輩。,早上好，\n麻央亲前辈。
0000000000000,リーリヤ,はあっ、はあっ……\nお、おはようございます！,哈啊、哈啊……\n早、早上好！
0000000000000,麻央,早朝ランニングとは、感心だね。　\n『H.I.F』に向けての特訓かな？,一大早就来晨跑，真是让人佩服呢。\n是为了『H.I.F』在特训吗？
0000000000000,清夏,そーなんです。\n朝はめちゃ寒ですけどねー。,就是这么回事。\n不过早上真是冷得要命啊。
0000000000000,麻央,北海道育ちの清夏でも、\nやっぱり寒いんだ。,就算是在北海道长大的清夏，\n也还是会觉得冷啊。
0000000000000,清夏,そりゃそうですよー。\nね、リーリヤ？,那当然了。\n对吧，莉莉娅？
0000000000000,リーリヤ,うん。日本の冬も、\nけっこう寒い、です……。,嗯。日本的冬天，\n也相当冷呢……。
0000000000000,咲季,有村先輩も、早朝ランニングですか？,有村前辈也来晨跑吗？
0000000000000,麻央,ああ。見回りも兼ねてね。,嗯。也顺便来巡视一圈。
0000000000000,麻央,冬は筋肉が硬くなりがちだから、\nランニング中に\n怪我をする子が多いんだ。,冬天肌肉容易变僵硬，\n所以跑步时\n受伤的孩子挺多的。
0000000000000,麻央,しっかり準備運動して、\n無理はしちゃだめだよ。,好好做热身运动，\n别勉强自己哦。
0000000000000,咲季,はい、もちろんです。,好的，当然会的。
0000000000000,麻央,咲季と一緒なら、安心だね。,有咲季在，就不用不着担心了呢。
0000000000000,麻央,それじゃ、一緒に寮に戻ろうか。,那么，我们一起回宿舍吧。
0000000000000,一同,はーい！,好——！
0000000000000,{user},いよいよ、\n冬の『H.I.F』が始まります。,终于，\n冬天的『H.I.F』要开始了。
0000000000000,{user},本戦に出場するには、\nまずは『<r\=セレクション>選抜試験</r>』を\n突破しなくてはなりません。,要出战正式比赛，\n首先必须\n突破『选拔考试』。
