id,name,text,trans
0000000000000,咲季,こんばんは、プロデューサー。,晚上好，制作人。
0000000000000,{user},こんばんは、咲季さん。,晚上好，咲季。
0000000000000,咲季,いま、なにをしていたの？,刚才在忙什么呢？
0000000000000,{user},明日の準備をしていましたよ。,忙着为明天做准备。
0000000000000,咲季,夜遅くまで、お疲れ様。\nいつもありがとう。,辛苦你熬到这么晚。\n一直以来都谢谢你啦。
0000000000000,{user},どういたしまして。咲季さんは、\nなにをしていたんですか？,不用谢。咲季才是，\n刚才在做什么呢？
0000000000000,咲季,ストレッチをして、温かい飲み物を\n飲んで、眠る準備を整えて……,做做拉伸、喝了杯热饮、\n做好睡觉的准备……
0000000000000,咲季,あなたからもらったアロマを試してた。,还试了下你给我的香薰哦。
0000000000000,{user},効果があればいいのですが。,有效果的话就再好不过了。
0000000000000,咲季,きっとあるわ。すくなくとも、\nいま、安らかな気持ちになれている。,一定有啦。虽然不会见效很快，\n但现在已经感到内心很放松了。
0000000000000,咲季,今夜はヒノキのアロマを使って\nいるんだけど……,今晚用的是\n桧木香薰那款……
0000000000000,咲季,すごく好みの香りよ。,香味我很喜欢哦。
0000000000000,{user},では、次も同じ方向性で用意します。,那么，下次我也选类似的香型吧。
0000000000000,咲季,お願い。明日はヒノキアロマと一緒に\nもらったベルガモットを試してみるわ。,拜托啦。明天试试一起拿到的\n佛手柑款式好了。
0000000000000,咲季,ふふ……なんだか新しい趣味が\nできちゃったみたい。,呵呵……好像养成\n新的兴趣了呢。
0000000000000,咲季,いまや……毎晩の楽しみね。,已经算是……每天晚上的期待了。
0000000000000,{user},（咲季さんは、プロジェクト『<r\=スターダスト>星屑</r>』を\n経て……大きな成果を上げた）,（经过『星屑』计划的特训……\n咲季得到了显著的成长）
0000000000000,{user},（決して立ち直ったわけではないし。\n癒えることなどないのかもしれない）,（但绝不是已经完全走出了阴影。\n也绝不可能完全治愈了伤痛）
0000000000000,{user},（それでも進む彼女を、支えたい）,（即便如此她仍在前进。我也想要支持她）
0000000000000,咲季,ねぇ、プロデューサー。いつも、\nわたしが話してばかりだから。,嗳，制作人。\n平时都是我主动提起话题吧。
0000000000000,咲季,今夜はあなたが、なにか話して。\n……無茶ぶりかしら？,今晚就换你来吧。\n……让你为难了吗？
0000000000000,{user},そんなことはありませんよ。\nどんな話がいいですか？,哪里的话。\n你想听我说什么呢？
0000000000000,咲季,最近、わたしばかり情けない\nところを見せているから、\nあなたの弱いところをしりたいわ。,最近都是我让你瞧见\n自己难为情的一面，今晚就换你\n来和我说说你的弱点吧。
0000000000000,{user},（無難にやりすごすことも\nできるが……）,（虽然可以\n蒙混过关……）
0000000000000,{user},では、俺が……自分をとても、\n情けなく思った日の話をしましょうか。,那么，就选……\n我自认为最丢脸的那天来说吧。
0000000000000,咲季,わたしが佑芽に負けた、あの日のこと？,是我输给佑芽的那天吗？
0000000000000,{user},余計に眠れなくなる話題で\n申し訳ありません。,很抱歉挑了这么个\n可能让你睡不着的话题。
0000000000000,咲季,謝らないで。そうせざるを得ない\n状況にしたのは、わたしだもの。,不用道歉。毕竟本就是我\n要求你挑个话题说的嘛。
0000000000000,{user},折れたあなたを前にして……俺は。,面对心碎的你……那时我却——
0000000000000,{user},最後まで、あなたに手を\n差し伸べることができなかった。,直到最后，\n都没能向你伸出手去。
0000000000000,咲季,いま、こうして……\n寄り添ってくれているじゃない。,但现在，你不是这样……\n陪在我身边了嘛。
0000000000000,{user},<em\=>あなたが</em>手を伸ばしてくれたからです。,因为那时你向我伸出了手。
0000000000000,咲季,わたしのとなりにいて。,留在我身边。
0000000000000,{user},そうでなければ……\nきっとなすすべがなかった。,若非如此……\n我一定已经束手无策了。
0000000000000,咲季,――ありえないわ。,——不可能的。
0000000000000,咲季,あなたは、わたしのために……\n夢見た理想を投げ捨ててくれた。,你可是为了我……\n舍弃了梦寐以求的理想。
0000000000000,咲季,覚悟を決めて、\n大きな選択をしてくれたわ。,是你下定了决心、\n做出了至关重要的选择。
0000000000000,咲季,だから、手を伸ばす勇気がわいたの。,我才有了向你伸出手的勇气。
0000000000000,{user},……咲季さん。この話題、\n最初からはげますつもりでしたね？,……咲季。难不成你\n就是为了鼓励我才引导到这个话题上的？
0000000000000,咲季,ふふっ、なんのことかしら。,呵呵，听不懂你在说什么。
0000000000000,咲季,……眠くなってきちゃった。\n今日はもう寝るわ。,……也开始困了呢。\n今天我就去睡啦。
0000000000000,咲季,おやすみなさい、プロデューサー。,做个好梦，制作人。
info,adv_cidol-hski-3-018_01.txt,,
译者,煉金術式,,
